Giorno,Mese,Anno,GradoFix,OraFix5
8,1,2013,10,06:00:00
8,1,2013,10,07:00:00
8,1,2013,8,08:10:00
8,1,2013,9,09:00:00
8,1,2013,10,10:00:00
8,1,2013,10,11:00:00
8,1,2013,11,12:00:00
8,1,2013,11,13:00:00
8,1,2013,11,14:00:00
8,1,2013,11,15:00:00
8,1,2013,11,16:00:00
8,1,2013,11,17:00:00
8,1,2013,11,18:00:00
8,1,2013,11,19:00:00
8,1,2013,10,20:00:00
8,1,2013,10,21:00:00
8,1,2013,10,22:00:00
8,1,2013,9,23:00:00
8,1,2013,9,00:00:00
9,1,2013,9,01:00:00
9,1,2013,9,02:00:00
9,1,2013,9,03:00:00
9,1,2013,9,04:00:00
9,1,2013,9,05:00:00
9,1,2013,9,06:00:00
9,1,2013,8,07:00:00
9,1,2013,8,08:00:00
9,1,2013,8,09:00:00
9,1,2013,8,10:00:00
9,1,2013,8,11:00:00
9,1,2013,8,12:00:00
9,1,2013,9,13:00:00
9,1,2013,9,14:00:00
9,1,2013,8,15:00:00
9,1,2013,7,16:00:00
9,1,2013,5,17:00:00
9,1,2013,4,18:00:00
9,1,2013,2,19:00:00
9,1,2013,1,20:00:00
9,1,2013,1,21:00:00
9,1,2013,0,22:00:00
9,1,2013,0,23:00:00
9,1,2013,-1,00:00:00
10,1,2013,-1,01:00:00
10,1,2013,-2,02:00:00
10,1,2013,-1,03:00:00
10,1,2013,-1,04:00:00
10,1,2013,-1,05:00:00
10,1,2013,0,06:00:00
10,1,2013,0,07:00:00
10,1,2013,1,08:00:00
10,1,2013,1,09:00:00
10,1,2013,2,10:00:00
10,1,2013,2,11:00:00
10,1,2013,2,12:00:00
10,1,2013,3,13:00:00
10,1,2013,3,14:00:00
10,1,2013,3,15:00:00
10,1,2013,3,16:00:00
10,1,2013,3,17:00:00
10,1,2013,3,18:00:00
10,1,2013,3,19:00:00
10,1,2013,2,20:00:00
10,1,2013,2,21:00:00
10,1,2013,2,22:00:00
10,1,2013,1,23:00:00
10,1,2013,1,00:00:00
11,1,2013,1,01:00:00
11,1,2013,1,02:00:00
11,1,2013,1,03:00:00
11,1,2013,0,04:00:00
11,1,2013,0,05:00:00
11,1,2013,-1,06:00:00
11,1,2013,-1,07:00:00
11,1,2013,0,08:00:00
11,1,2013,1,09:00:00
11,1,2013,2,10:00:00
11,1,2013,3,11:00:00
11,1,2013,4,12:00:00
11,1,2013,5,13:00:00
11,1,2013,7,14:00:00
11,1,2013,6,15:00:00
11,1,2013,6,16:00:00
11,1,2013,4,17:00:00
11,1,2013,3,18:00:00
11,1,2013,2,19:00:00
11,1,2013,1,20:00:00
11,1,2013,0,21:00:00
11,1,2013,0,22:00:00
11,1,2013,0,23:00:00
11,1,2013,0,00:00:00
12,1,2013,1,01:00:00
12,1,2013,2,02:00:00
12,1,2013,3,03:00:00
12,1,2013,3,04:00:00
12,1,2013,3,05:00:00
12,1,2013,3,06:00:00
12,1,2013,3,07:00:00
12,1,2013,3,08:00:00
12,1,2013,3,09:00:00
12,1,2013,4,10:00:00
12,1,2013,4,11:00:00
12,1,2013,5,12:00:00
12,1,2013,5,13:00:00
12,1,2013,5,14:00:00
12,1,2013,4,15:00:00
12,1,2013,4,16:00:00
12,1,2013,4,17:00:00
12,1,2013,4,18:00:00
12,1,2013,4,19:00:00
12,1,2013,4,20:00:00
12,1,2013,4,21:00:00
12,1,2013,4,22:00:00
12,1,2013,4,23:00:00
12,1,2013,3,00:00:00
13,1,2013,3,01:00:00
13,1,2013,3,02:00:00
13,1,2013,3,03:00:00
13,1,2013,3,04:00:00
13,1,2013,2,05:00:00
13,1,2013,2,06:00:00
13,1,2013,1,07:00:00
13,1,2013,0,08:00:00
13,1,2013,-1,09:00:00
13,1,2013,2,10:00:00
13,1,2013,3,11:00:00
13,1,2013,2,12:00:00
13,1,2013,2,13:00:00
13,1,2013,2,14:00:00
13,1,2013,2,15:00:00
13,1,2013,2,16:00:00
13,1,2013,1,17:00:00
13,1,2013,0,18:00:00
13,1,2013,0,19:00:00
13,1,2013,0,20:00:00
13,1,2013,0,21:00:00
13,1,2013,0,22:00:00
13,1,2013,0,23:00:00
13,1,2013,0,00:00:00
14,1,2013,0,01:00:00
14,1,2013,0,02:00:00
14,1,2013,0,03:00:00
14,1,2013,0,04:00:00
14,1,2013,0,05:00:00
14,1,2013,0,06:00:00
14,1,2013,0,07:00:00
14,1,2013,0,08:00:00
14,1,2013,0,09:00:00
14,1,2013,0,09:12:00
14,1,2013,0,10:00:00
14,1,2013,1,11:00:00
14,1,2013,1,12:00:00
14,1,2013,1,13:00:00
14,1,2013,1,14:00:00
14,1,2013,1,15:00:00
14,1,2013,1,16:00:00
14,1,2013,1,17:00:00
14,1,2013,2,18:00:00
14,1,2013,3,19:00:00
14,1,2013,3,20:00:00
14,1,2013,2,21:00:00
14,1,2013,2,22:00:00
14,1,2013,2,23:00:00
14,1,2013,2,00:00:00
15,1,2013,2,01:00:00
15,1,2013,2,02:00:00
15,1,2013,2,03:00:00
15,1,2013,1,04:00:00
15,1,2013,2,05:00:00
15,1,2013,2,06:00:00
15,1,2013,1,07:00:00
15,1,2013,1,08:00:00
15,1,2013,1,09:00:00
15,1,2013,1,10:00:00
15,1,2013,1,11:00:00
15,1,2013,1,12:00:00
15,1,2013,1,13:00:00
15,1,2013,2,14:00:00
15,1,2013,2,15:00:00
15,1,2013,3,16:00:00
15,1,2013,1,17:00:00
15,1,2013,-1,18:00:00
15,1,2013,-1,19:00:00
15,1,2013,-1,20:00:00
15,1,2013,-1,21:00:00
15,1,2013,-1,22:00:00
15,1,2013,-3,23:00:00
15,1,2013,-3,00:00:00
16,1,2013,-4,01:00:00
16,1,2013,-2,02:00:00
16,1,2013,-2,03:00:00
16,1,2013,-2,04:00:00
16,1,2013,-2,05:00:00
16,1,2013,-2,06:00:00
16,1,2013,-3,07:00:00
16,1,2013,-2,08:00:00
16,1,2013,-2,09:00:00
16,1,2013,-2,10:00:00
16,1,2013,-2,11:00:00
16,1,2013,-1,12:00:00
16,1,2013,-1,13:00:00
16,1,2013,-1,14:00:00
16,1,2013,-1,15:00:00
16,1,2013,-2,16:00:00
16,1,2013,-2,17:00:00
16,1,2013,-2,18:00:00
16,1,2013,-2,19:00:00
16,1,2013,-3,20:00:00
16,1,2013,-4,21:00:00
16,1,2013,-4,22:00:00
16,1,2013,-4,23:00:00
16,1,2013,-4,00:00:00
17,1,2013,-3,01:00:00
17,1,2013,-3,02:00:00
17,1,2013,-4,03:00:00
17,1,2013,-4,04:00:00
17,1,2013,-5,05:00:00
17,1,2013,-6,06:00:00
17,1,2013,-5,07:00:00
17,1,2013,-4,08:00:00
17,1,2013,-3,09:00:00
17,1,2013,-1,10:00:00
17,1,2013,1,11:00:00
17,1,2013,2,12:00:00
17,1,2013,2,13:00:00
17,1,2013,2,14:00:00
17,1,2013,2,15:00:00
17,1,2013,2,16:00:00
17,1,2013,2,17:00:00
17,1,2013,2,18:00:00
17,1,2013,2,19:00:00
17,1,2013,2,20:00:00
17,1,2013,2,21:00:00
17,1,2013,2,22:00:00
17,1,2013,2,23:00:00
17,1,2013,2,00:00:00
18,1,2013,2,01:00:00
18,1,2013,2,02:00:00
18,1,2013,1,03:00:00
18,1,2013,1,04:00:00
18,1,2013,1,05:00:00
18,1,2013,0,06:00:00
18,1,2013,0,07:00:00
18,1,2013,-1,08:00:00
18,1,2013,-2,09:11:00
18,1,2013,-1,10:00:00
18,1,2013,-2,11:00:00
18,1,2013,-2,12:00:00
18,1,2013,-2,12:14:00
18,1,2013,-2,13:00:00
18,1,2013,-2,14:00:00
18,1,2013,-1,15:00:00
18,1,2013,-1,16:00:00
18,1,2013,-1,17:00:00
18,1,2013,-1,18:00:00
18,1,2013,-1,19:00:00
18,1,2013,-1,20:00:00
18,1,2013,-1,21:00:00
18,1,2013,0,22:00:00
18,1,2013,0,23:00:00
18,1,2013,-1,00:00:00
19,1,2013,0,01:00:00
19,1,2013,0,02:00:00
19,1,2013,0,03:00:00
19,1,2013,0,04:00:00
19,1,2013,0,05:00:00
19,1,2013,0,06:00:00
19,1,2013,0,07:00:00
19,1,2013,0,08:00:00
19,1,2013,1,09:00:00
19,1,2013,1,10:00:00
19,1,2013,1,11:00:00
19,1,2013,1,12:00:00
19,1,2013,1,13:00:00
19,1,2013,1,14:00:00
19,1,2013,1,15:00:00
19,1,2013,0,16:00:00
19,1,2013,0,17:00:00
19,1,2013,0,18:00:00
19,1,2013,0,19:00:00
19,1,2013,0,20:00:00
19,1,2013,-1,21:00:00
19,1,2013,0,22:00:00
19,1,2013,0,23:00:00
19,1,2013,0,00:00:00
20,1,2013,-1,01:00:00
20,1,2013,-1,02:00:00
20,1,2013,-1,03:00:00
20,1,2013,-1,04:00:00
20,1,2013,-1,05:00:00
20,1,2013,-1,06:00:00
20,1,2013,-1,07:00:00
20,1,2013,-1,08:00:00
20,1,2013,-1,09:00:00
20,1,2013,-2,10:00:00
20,1,2013,-1,11:00:00
20,1,2013,-1,12:00:00
20,1,2013,-1,13:00:00
20,1,2013,-1,14:00:00
20,1,2013,0,15:00:00
20,1,2013,0,16:00:00
20,1,2013,0,17:00:00
20,1,2013,0,18:00:00
20,1,2013,0,19:00:00
20,1,2013,-1,20:00:00
20,1,2013,-1,21:00:00
20,1,2013,-1,22:00:00
20,1,2013,-1,23:00:00
20,1,2013,-1,00:00:00
21,1,2013,-1,01:00:00
21,1,2013,-1,02:00:00
21,1,2013,-1,03:00:00
21,1,2013,-1,04:00:00
21,1,2013,-1,05:00:00
21,1,2013,-1,06:00:00
21,1,2013,-1,07:00:00
21,1,2013,-1,08:00:00
21,1,2013,0,09:00:00
21,1,2013,0,10:00:00
21,1,2013,0,11:00:00
21,1,2013,0,12:00:00
21,1,2013,1,13:00:00
21,1,2013,1,14:00:00
21,1,2013,1,15:00:00
21,1,2013,1,16:00:00
21,1,2013,1,17:00:00
21,1,2013,1,18:00:00
21,1,2013,0,19:00:00
21,1,2013,0,20:00:00
21,1,2013,0,21:00:00
21,1,2013,-1,22:00:00
21,1,2013,-2,23:00:00
21,1,2013,-5,00:00:00
22,1,2013,-6,01:00:00
22,1,2013,-7,02:00:00
22,1,2013,-7,03:00:00
22,1,2013,-7,04:00:00
22,1,2013,-7,05:00:00
22,1,2013,-7,06:00:00
22,1,2013,-2,07:00:00
22,1,2013,-1,08:00:00
22,1,2013,-1,09:00:00
22,1,2013,-1,10:00:00
22,1,2013,0,11:00:00
22,1,2013,1,12:00:00
22,1,2013,2,13:00:00
22,1,2013,2,14:00:00
22,1,2013,2,15:00:00
22,1,2013,2,16:00:00
22,1,2013,2,17:00:00
22,1,2013,3,18:00:00
22,1,2013,3,19:00:00
22,1,2013,3,20:00:00
22,1,2013,3,21:00:00
22,1,2013,3,22:00:00
22,1,2013,2,23:00:00
22,1,2013,2,00:00:00
23,1,2013,2,01:00:00
23,1,2013,2,02:00:00
23,1,2013,2,03:00:00
23,1,2013,2,04:00:00
23,1,2013,2,05:00:00
23,1,2013,1,06:00:00
23,1,2013,1,07:00:00
23,1,2013,1,08:00:00
23,1,2013,1,09:00:00
23,1,2013,1,10:00:00
23,1,2013,2,11:00:00
23,1,2013,2,12:00:00
23,1,2013,2,13:00:00
23,1,2013,2,14:00:00
23,1,2013,2,15:00:00
23,1,2013,2,16:00:00
23,1,2013,2,17:00:00
23,1,2013,1,18:00:00
23,1,2013,1,19:00:00
23,1,2013,1,20:00:00
23,1,2013,2,21:00:00
23,1,2013,2,22:00:00
23,1,2013,2,23:00:00
23,1,2013,2,00:00:00
24,1,2013,1,01:00:00
24,1,2013,1,02:00:00
24,1,2013,1,03:00:00
24,1,2013,1,04:00:00
24,1,2013,1,05:00:00
24,1,2013,1,06:00:00
24,1,2013,1,07:00:00
24,1,2013,1,08:00:00
24,1,2013,1,09:00:00
24,1,2013,1,10:00:00
24,1,2013,2,11:00:00
24,1,2013,2,12:00:00
24,1,2013,2,13:00:00
24,1,2013,2,14:00:00
24,1,2013,2,15:00:00
24,1,2013,2,16:00:00
24,1,2013,1,17:00:00
24,1,2013,2,18:00:00
24,1,2013,1,19:00:00
24,1,2013,2,20:00:00
24,1,2013,1,21:00:00
24,1,2013,1,22:00:00
24,1,2013,1,23:00:00
24,1,2013,1,00:00:00
25,1,2013,-1,01:00:00
25,1,2013,-2,02:00:00
25,1,2013,-1,03:00:00
25,1,2013,-1,04:00:00
25,1,2013,0,05:00:00
25,1,2013,1,06:00:00
25,1,2013,1,07:00:00
25,1,2013,1,08:00:00
25,1,2013,1,09:00:00
25,1,2013,2,10:00:00
25,1,2013,2,11:00:00
25,1,2013,2,12:00:00
25,1,2013,2,13:00:00
25,1,2013,2,14:00:00
25,1,2013,2,15:00:00
25,1,2013,2,16:00:00
25,1,2013,1,17:00:00
25,1,2013,1,18:00:00
25,1,2013,1,19:00:00
25,1,2013,2,20:00:00
25,1,2013,3,21:00:00
25,1,2013,3,22:00:00
25,1,2013,3,23:00:00
25,1,2013,3,00:00:00
26,1,2013,3,01:00:00
26,1,2013,2,02:00:00
26,1,2013,2,03:00:00
26,1,2013,2,04:00:00
26,1,2013,2,05:00:00
26,1,2013,3,06:00:00
26,1,2013,2,07:00:00
26,1,2013,3,08:00:00
26,1,2013,3,09:00:00
26,1,2013,4,10:00:00
26,1,2013,5,11:00:00
26,1,2013,6,12:00:00
26,1,2013,7,13:00:00
26,1,2013,8,14:00:00
26,1,2013,8,15:00:00
26,1,2013,8,16:00:00
26,1,2013,7,17:00:00
26,1,2013,6,18:00:00
26,1,2013,7,19:00:00
26,1,2013,7,20:00:00
26,1,2013,7,21:00:00
26,1,2013,7,22:00:00
26,1,2013,7,23:00:00
26,1,2013,8,00:00:00
27,1,2013,7,01:00:00
27,1,2013,8,02:00:00
27,1,2013,8,03:00:00
27,1,2013,9,04:00:00
27,1,2013,9,05:00:00
27,1,2013,10,06:00:00
27,1,2013,10,07:00:00
27,1,2013,10,08:00:00
27,1,2013,9,09:00:00
27,1,2013,9,10:00:00
27,1,2013,9,11:00:00
27,1,2013,9,12:00:00
27,1,2013,10,13:00:00
27,1,2013,9,14:00:00
27,1,2013,9,15:00:00
27,1,2013,9,16:00:00
27,1,2013,7,17:00:00
27,1,2013,7,18:00:00
27,1,2013,6,19:00:00
27,1,2013,5,20:00:00
27,1,2013,6,21:00:00
27,1,2013,6,22:00:00
27,1,2013,4,23:00:00
27,1,2013,4,00:00:00
28,1,2013,4,01:00:00
28,1,2013,4,02:00:00
28,1,2013,4,03:00:00
28,1,2013,3,04:00:00
28,1,2013,3,05:00:00
28,1,2013,2,06:00:00
28,1,2013,2,07:00:00
28,1,2013,2,08:00:00
28,1,2013,3,09:00:00
28,1,2013,5,10:00:00
28,1,2013,6,11:00:00
28,1,2013,7,12:00:00
28,1,2013,8,13:00:00
28,1,2013,8,14:00:00
28,1,2013,8,15:00:00
28,1,2013,9,16:00:00
28,1,2013,8,17:00:00
28,1,2013,9,18:00:00
28,1,2013,9,19:00:00
28,1,2013,11,20:00:00
28,1,2013,11,21:00:00
28,1,2013,11,22:00:00
28,1,2013,11,23:00:00
28,1,2013,11,00:00:00
29,1,2013,11,01:00:00
29,1,2013,11,02:00:00
29,1,2013,10,03:00:00
29,1,2013,10,04:00:00
29,1,2013,9,05:00:00
29,1,2013,9,06:00:00
29,1,2013,10,07:00:00
29,1,2013,10,08:00:00
29,1,2013,10,09:00:00
29,1,2013,12,10:00:00
29,1,2013,13,11:00:00
29,1,2013,13,12:00:00
29,1,2013,13,13:00:00
29,1,2013,14,14:00:00
29,1,2013,14,15:00:00
29,1,2013,14,16:00:00
29,1,2013,14,17:00:00
29,1,2013,13,18:00:00
29,1,2013,13,19:00:00
29,1,2013,12,20:00:00
29,1,2013,12,21:00:00
29,1,2013,12,22:00:00
29,1,2013,12,23:00:00
29,1,2013,13,00:00:00
30,1,2013,12,01:00:00
30,1,2013,12,02:00:00
30,1,2013,12,03:00:00
30,1,2013,10,04:00:00
30,1,2013,9,05:00:00
30,1,2013,9,06:00:00
30,1,2013,8,07:00:00
30,1,2013,9,08:00:00
30,1,2013,9,09:00:00
30,1,2013,10,10:00:00
30,1,2013,10,11:00:00
30,1,2013,11,12:00:00
30,1,2013,11,13:00:00
30,1,2013,11,14:00:00
30,1,2013,11,15:00:00
30,1,2013,11,16:00:00
30,1,2013,10,17:00:00
30,1,2013,10,18:00:00
30,1,2013,9,19:00:00
30,1,2013,9,20:00:00
30,1,2013,8,21:00:00
30,1,2013,8,22:00:00
30,1,2013,7,23:00:00
30,1,2013,7,00:00:00
31,1,2013,7,01:00:00
31,1,2013,7,02:00:00
31,1,2013,7,03:00:00
31,1,2013,8,04:00:00
31,1,2013,9,05:00:00
31,1,2013,9,06:00:00
31,1,2013,10,07:00:00
31,1,2013,9,08:00:00
31,1,2013,10,09:00:00
31,1,2013,10,10:00:00
31,1,2013,9,11:00:00
31,1,2013,10,12:00:00
31,1,2013,10,13:00:00
31,1,2013,10,14:00:00
31,1,2013,10,15:00:00
31,1,2013,10,16:00:00
31,1,2013,10,17:00:00
31,1,2013,9,18:00:00
31,1,2013,9,19:00:00
31,1,2013,8,20:00:00
31,1,2013,8,21:00:00
31,1,2013,8,22:00:00
31,1,2013,8,23:00:00
1,2,2013,6,06:00:00
1,2,2013,5,07:00:00
1,2,2013,5,08:00:00
1,2,2013,5,09:00:00
1,2,2013,5,10:00:00
1,2,2013,5,11:00:00
1,2,2013,6,12:00:00
1,2,2013,7,13:00:00
1,2,2013,7,14:00:00
1,2,2013,7,15:00:00
1,2,2013,7,16:00:00
1,2,2013,5,17:00:00
1,2,2013,5,18:00:00
1,2,2013,5,19:00:00
1,2,2013,4,20:00:00
1,2,2013,3,21:00:00
1,2,2013,2,22:00:00
1,2,2013,2,23:00:00
1,2,2013,4,00:00:00
2,2,2013,5,01:00:00
2,2,2013,5,02:00:00
2,2,2013,5,03:00:00
2,2,2013,4,04:00:00
2,2,2013,4,05:00:00
2,2,2013,3,06:00:00
2,2,2013,3,07:00:00
2,2,2013,2,08:00:00
2,2,2013,2,09:00:00
2,2,2013,3,10:00:00
2,2,2013,4,11:00:00
2,2,2013,4,12:00:00
2,2,2013,5,13:00:00
2,2,2013,5,14:00:00
2,2,2013,5,15:00:00
2,2,2013,5,16:00:00
2,2,2013,4,17:00:00
2,2,2013,4,18:00:00
2,2,2013,2,19:00:00
2,2,2013,1,20:00:00
2,2,2013,1,21:00:00
2,2,2013,-1,22:00:00
2,2,2013,0,23:00:00
2,2,2013,-1,00:00:00
3,2,2013,-1,01:00:00
3,2,2013,-1,02:00:00
3,2,2013,-1,03:00:00
3,2,2013,0,04:00:00
3,2,2013,0,05:00:00
3,2,2013,1,06:00:00
3,2,2013,1,07:00:00
3,2,2013,2,08:00:00
3,2,2013,3,09:00:00
3,2,2013,4,10:00:00
3,2,2013,5,11:00:00
3,2,2013,6,12:00:00
3,2,2013,7,13:00:00
3,2,2013,7,14:00:00
3,2,2013,8,15:00:00
3,2,2013,8,16:00:00
3,2,2013,8,17:00:00
3,2,2013,9,18:00:00
3,2,2013,9,19:00:00
3,2,2013,9,20:00:00
3,2,2013,9,21:00:00
3,2,2013,9,22:00:00
3,2,2013,9,23:00:00
3,2,2013,9,00:00:00
4,2,2013,9,01:00:00
4,2,2013,9,02:00:00
4,2,2013,9,03:00:00
4,2,2013,10,04:00:00
4,2,2013,10,05:00:00
4,2,2013,10,06:00:00
4,2,2013,10,07:00:00
4,2,2013,10,08:00:00
4,2,2013,9,09:00:00
4,2,2013,9,10:00:00
4,2,2013,10,11:00:00
4,2,2013,10,12:00:00
4,2,2013,10,13:00:00
4,2,2013,10,14:00:00
4,2,2013,10,15:00:00
4,2,2013,9,16:00:00
4,2,2013,9,17:00:00
4,2,2013,8,18:00:00
4,2,2013,7,19:00:00
4,2,2013,7,20:00:00
4,2,2013,6,21:00:00
4,2,2013,6,22:00:00
4,2,2013,6,23:00:00
4,2,2013,6,00:00:00
5,2,2013,5,01:00:00
5,2,2013,4,02:00:00
5,2,2013,4,03:00:00
5,2,2013,3,04:00:00
5,2,2013,3,05:00:00
5,2,2013,2,06:00:00
5,2,2013,2,07:00:00
5,2,2013,2,08:00:00
5,2,2013,3,09:00:00
5,2,2013,4,10:00:00
5,2,2013,5,11:00:00
5,2,2013,5,12:00:00
5,2,2013,5,13:00:00
5,2,2013,5,14:00:00
5,2,2013,5,15:00:00
5,2,2013,5,16:00:00
5,2,2013,5,17:00:00
5,2,2013,5,18:00:00
5,2,2013,4,19:00:00
5,2,2013,6,20:00:00
5,2,2013,6,21:00:00
5,2,2013,6,22:00:00
5,2,2013,6,23:00:00
5,2,2013,5,00:00:00
6,2,2013,5,01:00:00
6,2,2013,5,02:00:00
6,2,2013,5,03:00:00
6,2,2013,5,04:00:00
6,2,2013,5,05:00:00
6,2,2013,5,06:00:00
6,2,2013,4,07:00:00
6,2,2013,3,08:00:00
6,2,2013,3,09:00:00
6,2,2013,4,10:00:00
6,2,2013,5,11:00:00
6,2,2013,5,12:00:00
6,2,2013,6,13:00:00
6,2,2013,5,14:00:00
6,2,2013,5,15:00:00
6,2,2013,6,16:00:00
6,2,2013,5,17:00:00
6,2,2013,5,18:00:00
6,2,2013,4,19:00:00
6,2,2013,4,20:00:00
6,2,2013,3,21:00:00
6,2,2013,2,22:00:00
6,2,2013,2,23:00:00
6,2,2013,2,00:00:00
7,2,2013,2,01:00:00
7,2,2013,2,02:00:00
7,2,2013,2,03:00:00
7,2,2013,1,04:00:00
7,2,2013,2,05:00:00
7,2,2013,1,06:00:00
7,2,2013,1,07:00:00
7,2,2013,0,08:00:00
7,2,2013,2,09:00:00
7,2,2013,3,10:00:00
7,2,2013,4,11:00:00
7,2,2013,5,12:00:00
7,2,2013,5,13:00:00
7,2,2013,5,14:00:00
7,2,2013,5,15:00:00
7,2,2013,5,16:00:00
7,2,2013,4,17:00:00
7,2,2013,3,18:00:00
7,2,2013,3,19:00:00
7,2,2013,3,20:00:00
7,2,2013,2,21:00:00
7,2,2013,2,22:00:00
7,2,2013,1,23:00:00
7,2,2013,0,00:00:00
8,2,2013,0,01:00:00
8,2,2013,0,02:00:00
8,2,2013,-1,03:00:00
8,2,2013,-1,04:00:00
8,2,2013,0,05:00:00
8,2,2013,-2,06:00:00
8,2,2013,-2,07:00:00
8,2,2013,-1,08:00:00
8,2,2013,0,09:00:00
8,2,2013,2,10:00:00
8,2,2013,4,11:00:00
