Giorno,Mese,Anno,GradoFix,OraFix5
18,1,2015,3.0,03:00:00
18,1,2015,3.0,04:00:00
18,1,2015,2.0,05:00:00
18,1,2015,3.0,06:00:00
18,1,2015,2.0,07:00:00
18,1,2015,2.0,08:00:00
18,1,2015,3.0,09:00:00
18,1,2015,3.0,10:00:00
18,1,2015,3.0,11:00:00
18,1,2015,4.0,12:00:00
18,1,2015,4.0,13:00:00
18,1,2015,3.0,14:00:00
18,1,2015,4.0,15:00:00
18,1,2015,3.0,16:00:00
18,1,2015,1.0,17:00:00
18,1,2015,0.0,18:00:00
18,1,2015,-1.0,19:00:00
18,1,2015,-2.0,20:00:00
18,1,2015,-2.0,21:00:00
18,1,2015,-3.0,22:00:00
18,1,2015,-1.0,23:00:00
18,1,2015,-1.0,00:00:00
19,1,2015,0.0,01:00:00
19,1,2015,1.0,02:00:00
19,1,2015,1.0,03:00:00
19,1,2015,1.0,04:00:00
19,1,2015,1.0,05:00:00
19,1,2015,1.0,06:00:00
19,1,2015,1.0,07:00:00
19,1,2015,1.0,08:00:00
19,1,2015,1.0,09:00:00
19,1,2015,1.0,10:00:00
19,1,2015,3.0,11:00:00
19,1,2015,4.0,12:00:00
19,1,2015,4.0,13:00:00
19,1,2015,4.0,14:00:00
19,1,2015,4.0,15:00:00
19,1,2015,4.0,16:00:00
19,1,2015,2.0,17:00:00
19,1,2015,1.0,18:00:00
19,1,2015,1.0,19:00:00
19,1,2015,1.0,20:00:00
19,1,2015,0.0,21:00:00
19,1,2015,-2.0,22:00:00
19,1,2015,-2.0,23:00:00
19,1,2015,-3.0,00:00:00
20,1,2015,-4.0,01:00:00
20,1,2015,-4.0,02:00:00
20,1,2015,-5.0,03:00:00
20,1,2015,-5.0,04:00:00
20,1,2015,-5.0,05:00:00
20,1,2015,-5.0,06:00:00
20,1,2015,-5.0,07:00:00
20,1,2015,-5.0,08:00:00
20,1,2015,-5.0,09:00:00
20,1,2015,-3.0,10:00:00
20,1,2015,1.0,11:00:00
20,1,2015,4.0,12:00:00
20,1,2015,4.0,13:00:00
20,1,2015,5.0,14:00:00
20,1,2015,4.0,15:00:00
20,1,2015,4.0,16:00:00
20,1,2015,4.0,17:00:00
20,1,2015,4.0,18:00:00
20,1,2015,4.0,19:00:00
20,1,2015,3.0,20:00:00
20,1,2015,3.0,21:00:00
20,1,2015,4.0,22:00:00
20,1,2015,4.0,23:00:00
20,1,2015,3.0,00:00:00
21,1,2015,3.0,01:00:00
21,1,2015,3.0,02:00:00
21,1,2015,2.0,03:00:00
21,1,2015,3.0,04:00:00
21,1,2015,3.0,05:00:00
21,1,2015,3.0,06:00:00
21,1,2015,3.0,07:00:00
21,1,2015,3.0,08:00:00
21,1,2015,3.0,09:00:00
21,1,2015,4.0,10:00:00
21,1,2015,4.0,11:00:00
21,1,2015,4.0,12:00:00
21,1,2015,4.0,13:00:00
21,1,2015,4.0,14:00:00
21,1,2015,4.0,15:00:00
21,1,2015,4.0,16:00:00
21,1,2015,3.0,17:00:00
21,1,2015,3.0,18:00:00
21,1,2015,3.0,19:00:00
21,1,2015,3.0,20:00:00
21,1,2015,3.0,21:00:00
21,1,2015,3.0,22:00:00
21,1,2015,3.0,23:00:00
21,1,2015,2.0,00:00:00
22,1,2015,2.0,01:00:00
22,1,2015,0.0,02:00:00
22,1,2015,-1.0,03:00:00
22,1,2015,-1.0,04:00:00
22,1,2015,0.0,05:00:00
22,1,2015,1.0,06:00:00
22,1,2015,0.0,07:00:00
22,1,2015,-1.0,08:00:00
22,1,2015,0.0,09:00:00
22,1,2015,1.0,10:00:00
22,1,2015,2.0,11:00:00
22,1,2015,4.0,12:00:00
22,1,2015,4.0,13:00:00
22,1,2015,4.0,14:00:00
22,1,2015,4.0,15:00:00
22,1,2015,3.0,16:00:00
22,1,2015,2.0,17:00:00
22,1,2015,2.0,18:00:00
22,1,2015,0.0,19:00:00
22,1,2015,-1.0,20:00:00
22,1,2015,-2.0,21:00:00
22,1,2015,-3.0,22:00:00
22,1,2015,-4.0,23:00:00
22,1,2015,-4.0,00:00:00
23,1,2015,-5.0,01:00:00
23,1,2015,-5.0,02:00:00
23,1,2015,-5.0,03:00:00
23,1,2015,-6.0,04:00:00
23,1,2015,-6.0,05:00:00
23,1,2015,-6.0,06:00:00
23,1,2015,-6.0,07:00:00
23,1,2015,-6.0,08:00:00
23,1,2015,-4.0,09:00:00
23,1,2015,-2.0,10:00:00
23,1,2015,1.0,11:00:00
23,1,2015,3.0,12:00:00
23,1,2015,4.0,13:00:00
23,1,2015,5.0,14:00:00
23,1,2015,5.0,15:00:00
23,1,2015,4.0,16:00:00
23,1,2015,3.0,17:00:00
23,1,2015,4.0,18:00:00
23,1,2015,4.0,19:00:00
23,1,2015,5.0,20:00:00
23,1,2015,6.0,21:00:00
23,1,2015,7.0,22:00:00
23,1,2015,7.0,23:00:00
23,1,2015,7.0,00:00:00
24,1,2015,8.0,01:00:00
24,1,2015,7.0,02:00:00
24,1,2015,5.0,03:00:00
24,1,2015,4.0,04:00:00
24,1,2015,4.0,05:00:00
24,1,2015,3.0,06:00:00
24,1,2015,3.0,07:00:00
24,1,2015,3.0,08:00:00
24,1,2015,3.0,09:00:00
24,1,2015,4.0,10:00:00
24,1,2015,5.0,11:00:00
24,1,2015,6.0,12:00:00
24,1,2015,6.0,13:00:00
24,1,2015,7.0,14:00:00
24,1,2015,7.0,15:00:00
24,1,2015,6.0,16:00:00
24,1,2015,5.0,17:00:00
24,1,2015,4.0,18:00:00
24,1,2015,3.0,19:00:00
24,1,2015,2.0,20:00:00
24,1,2015,2.0,21:00:00
24,1,2015,0.0,22:00:00
24,1,2015,0.0,23:00:00
24,1,2015,1.0,00:00:00
25,1,2015,1.0,01:00:00
25,1,2015,0.0,02:00:00
25,1,2015,-1.0,03:00:00
25,1,2015,-1.0,04:00:00
25,1,2015,-1.0,05:00:00
25,1,2015,-1.0,06:00:00
25,1,2015,-1.0,07:00:00
25,1,2015,-1.0,08:00:00
25,1,2015,0.0,09:00:00
25,1,2015,1.0,10:00:00
25,1,2015,4.0,11:00:00
25,1,2015,6.0,12:00:00
25,1,2015,7.0,13:00:00
25,1,2015,8.0,14:00:00
25,1,2015,8.0,15:00:00
25,1,2015,8.0,16:00:00
25,1,2015,8.0,17:00:00
25,1,2015,8.0,18:00:00
25,1,2015,8.0,19:00:00
25,1,2015,8.0,20:00:00
25,1,2015,7.0,21:00:00
25,1,2015,8.0,22:00:00
25,1,2015,8.0,23:00:00
25,1,2015,8.0,00:00:00
26,1,2015,8.0,01:00:00
26,1,2015,8.0,02:00:00
26,1,2015,9.0,03:00:00
26,1,2015,9.0,04:00:00
26,1,2015,9.0,05:00:00
26,1,2015,9.0,06:00:00
26,1,2015,9.0,07:00:00
26,1,2015,9.0,07:43:00
26,1,2015,9.0,08:00:00
26,1,2015,10.0,09:00:00
26,1,2015,10.0,10:00:00
26,1,2015,10.0,11:00:00
26,1,2015,9.0,12:00:00
26,1,2015,9.0,13:00:00
26,1,2015,9.0,14:00:00
26,1,2015,8.0,15:00:00
26,1,2015,8.0,16:00:00
26,1,2015,7.0,17:00:00
26,1,2015,6.0,18:00:00
26,1,2015,5.0,19:00:00
26,1,2015,5.0,20:00:00
26,1,2015,5.0,21:00:00
26,1,2015,4.0,22:00:00
26,1,2015,4.0,23:00:00
26,1,2015,4.0,00:00:00
27,1,2015,3.0,01:00:00
27,1,2015,3.0,02:00:00
27,1,2015,2.0,03:00:00
27,1,2015,4.0,04:00:00
27,1,2015,4.0,05:00:00
27,1,2015,4.0,06:00:00
27,1,2015,5.0,07:00:00
27,1,2015,4.0,08:00:00
27,1,2015,5.0,09:00:00
27,1,2015,6.0,10:00:00
27,1,2015,7.0,11:00:00
27,1,2015,8.0,12:00:00
27,1,2015,8.0,15:00:00
27,1,2015,8.0,16:00:00
27,1,2015,7.0,17:00:00
27,1,2015,8.0,18:00:00
27,1,2015,7.0,19:00:00
27,1,2015,7.0,20:00:00
27,1,2015,7.0,21:00:00
27,1,2015,7.0,22:00:00
27,1,2015,7.0,23:00:00
27,1,2015,7.0,00:00:00
28,1,2015,6.0,01:00:00
28,1,2015,7.0,02:00:00
28,1,2015,7.0,03:00:00
28,1,2015,7.0,04:00:00
28,1,2015,7.0,05:00:00
28,1,2015,8.0,06:00:00
28,1,2015,8.0,07:00:00
28,1,2015,9.0,08:00:00
28,1,2015,10.0,09:00:00
28,1,2015,10.0,10:00:00
28,1,2015,9.0,11:00:00
28,1,2015,10.0,12:00:00
28,1,2015,7.0,13:00:00
28,1,2015,6.0,14:00:00
28,1,2015,6.0,15:00:00
28,1,2015,6.0,16:00:00
28,1,2015,5.0,17:00:00
28,1,2015,5.0,18:00:00
28,1,2015,4.0,19:00:00
28,1,2015,3.0,20:00:00
28,1,2015,3.0,21:00:00
28,1,2015,3.0,22:00:00
28,1,2015,3.0,23:00:00
28,1,2015,2.0,00:00:00
29,1,2015,2.0,01:00:00
29,1,2015,2.0,02:00:00
29,1,2015,2.0,03:00:00
29,1,2015,2.0,04:00:00
29,1,2015,1.0,05:00:00
29,1,2015,2.0,06:00:00
29,1,2015,2.0,07:00:00
29,1,2015,2.0,08:00:00
29,1,2015,3.0,09:00:00
29,1,2015,3.0,10:00:00
29,1,2015,5.0,11:00:00
29,1,2015,5.0,12:00:00
29,1,2015,6.0,13:00:00
29,1,2015,6.0,14:00:00
29,1,2015,3.0,15:00:00
29,1,2015,3.0,16:00:00
29,1,2015,1.0,17:00:00
29,1,2015,2.0,18:00:00
29,1,2015,2.0,19:00:00
29,1,2015,2.0,20:00:00
29,1,2015,2.0,21:00:00
29,1,2015,1.0,22:00:00
29,1,2015,2.0,23:00:00
29,1,2015,2.0,00:00:00
30,1,2015,2.0,01:00:00
30,1,2015,2.0,02:00:00
30,1,2015,3.0,03:00:00
30,1,2015,2.0,04:00:00
30,1,2015,3.0,05:00:00
30,1,2015,2.0,06:00:00
30,1,2015,3.0,07:00:00
30,1,2015,2.0,08:00:00
30,1,2015,1.0,09:00:00
30,1,2015,2.0,10:00:00
30,1,2015,3.0,11:00:00
30,1,2015,5.0,12:00:00
30,1,2015,5.0,13:00:00
30,1,2015,5.0,14:00:00
30,1,2015,6.0,15:00:00
30,1,2015,6.0,16:00:00
30,1,2015,5.0,17:00:00
30,1,2015,4.0,18:00:00
30,1,2015,4.0,19:00:00
30,1,2015,3.0,20:00:00
30,1,2015,3.0,21:00:00
30,1,2015,2.0,22:00:00
30,1,2015,1.0,23:00:00
30,1,2015,0.0,00:00:00
31,1,2015,0.0,01:00:00
31,1,2015,0.0,02:00:00
31,1,2015,0.0,03:00:00
31,1,2015,1.0,04:00:00
31,1,2015,1.0,05:00:00
31,1,2015,1.0,06:00:00
31,1,2015,2.0,07:00:00
31,1,2015,1.0,08:00:00
31,1,2015,1.0,09:00:00
31,1,2015,2.0,10:00:00
31,1,2015,3.0,11:00:00
31,1,2015,3.0,12:00:00
31,1,2015,3.0,13:00:00
31,1,2015,5.0,14:00:00
31,1,2015,5.0,15:00:00
31,1,2015,5.0,16:00:00
31,1,2015,4.0,17:00:00
31,1,2015,4.0,18:00:00
31,1,2015,4.0,19:00:00
31,1,2015,4.0,20:00:00
31,1,2015,4.0,21:00:00
31,1,2015,3.0,22:00:00
31,1,2015,3.0,23:00:00
31,1,2015,3.0,00:00:00
1,2,2015,3.0,01:00:00
1,2,2015,2.0,02:00:00
1,2,2015,2.0,03:00:00
1,2,2015,2.0,04:00:00
1,2,2015,3.0,05:00:00
1,2,2015,4.0,06:00:00
1,2,2015,3.0,07:00:00
1,2,2015,3.0,08:00:00
1,2,2015,3.0,09:00:00
1,2,2015,4.0,10:00:00
1,2,2015,4.0,11:00:00
1,2,2015,5.0,12:00:00
1,2,2015,5.0,13:00:00
1,2,2015,5.0,14:00:00
1,2,2015,4.0,15:00:00
1,2,2015,4.0,16:00:00
1,2,2015,4.0,17:00:00
1,2,2015,3.0,18:00:00
1,2,2015,3.0,19:00:00
1,2,2015,2.0,20:00:00
1,2,2015,1.0,21:00:00
1,2,2015,0.0,22:00:00
1,2,2015,0.0,23:00:00
1,2,2015,-1.0,00:00:00
2,2,2015,-2.0,01:00:00
2,2,2015,-3.0,02:00:00
2,2,2015,-2.0,03:00:00
2,2,2015,-2.0,04:00:00
2,2,2015,-3.0,05:00:00
2,2,2015,-3.0,06:00:00
2,2,2015,-3.0,07:00:00
2,2,2015,-3.0,08:00:00
2,2,2015,-1.0,09:00:00
2,2,2015,1.0,10:00:00
2,2,2015,1.0,11:00:00
2,2,2015,2.0,12:00:00
2,2,2015,2.0,13:00:00
2,2,2015,2.0,14:00:00
2,2,2015,2.0,15:00:00
2,2,2015,2.0,16:00:00
2,2,2015,1.0,17:00:00
2,2,2015,0.0,18:00:00
2,2,2015,0.0,19:00:00
2,2,2015,0.0,20:00:00
2,2,2015,0.0,21:03:00
2,2,2015,-1.0,22:00:00
2,2,2015,-1.0,23:00:00
2,2,2015,-1.0,00:00:00
3,2,2015,0.0,01:00:00
3,2,2015,0.0,02:00:00
3,2,2015,0.0,03:00:00
3,2,2015,0.0,04:00:00
3,2,2015,1.0,05:00:00
3,2,2015,0.0,06:00:00
3,2,2015,0.0,07:00:00
3,2,2015,0.0,08:00:00
3,2,2015,1.0,09:00:00
3,2,2015,1.0,10:00:00
3,2,2015,1.0,11:00:00
3,2,2015,2.0,12:00:00
3,2,2015,3.0,13:00:00
3,2,2015,3.0,14:00:00
3,2,2015,4.0,15:00:00
3,2,2015,4.0,16:00:00
3,2,2015,3.0,17:00:00
3,2,2015,3.0,18:00:00
3,2,2015,2.0,19:00:00
3,2,2015,2.0,20:00:00
3,2,2015,2.0,21:00:00
3,2,2015,1.0,22:00:00
3,2,2015,1.0,23:00:00
