"","anno","mese","giorno","ora","prezzo","date.x","dateTime.x","consumo","GradoFix"
"1517","2012","03","04","05:00:00",30.07,"2012-03-04","2012-03-04 05:00:00",32599.6,-4
"1518","2012","03","04","06:00:00",31.06,"2012-03-04","2012-03-04 06:00:00",34365.5,-4
"1519","2012","03","04","07:00:00",30.18,"2012-03-04","2012-03-04 07:00:00",34313.5,-5
"1520","2012","03","04","08:00:00",30.28,"2012-03-04","2012-03-04 08:00:00",35680,-5
"1521","2012","03","04","09:00:00",31.77,"2012-03-04","2012-03-04 09:00:00",37924.4,-5
"1522","2012","03","04","10:00:00",32.14,"2012-03-04","2012-03-04 10:00:00",38666.7,-4
"1523","2012","03","04","11:00:00",32.27,"2012-03-04","2012-03-04 11:00:00",38837.8,-3
"1524","2012","03","04","12:00:00",32.28,"2012-03-04","2012-03-04 12:00:00",38793.8,-2
"1525","2012","03","04","13:00:00",32.05,"2012-03-04","2012-03-04 13:00:00",38421.6,-1
"1526","2012","03","04","14:00:00",31.88,"2012-03-04","2012-03-04 14:00:00",38276.9,1
"1527","2012","03","04","15:00:00",31.77,"2012-03-04","2012-03-04 15:00:00",38158.9,2
"1528","2012","03","04","16:00:00",31.79,"2012-03-04","2012-03-04 16:00:00",38176.3,1
"1529","2012","03","04","17:00:00",32.03,"2012-03-04","2012-03-04 17:00:00",38859.4,0
"1530","2012","03","04","18:00:00",32.97,"2012-03-04","2012-03-04 18:00:00",41012.5,-2
"1531","2012","03","04","19:00:00",34.36,"2012-03-04","2012-03-04 19:00:00",42877.6,-3
"1532","2012","03","04","20:00:00",34.06,"2012-03-04","2012-03-04 20:00:00",42740.3,-4
"1533","2012","03","04","21:00:00",33.49,"2012-03-04","2012-03-04 21:00:00",41835,-5
"1534","2012","03","04","22:00:00",33.11,"2012-03-04","2012-03-04 22:00:00",41057.2,-5
"1535","2012","03","04","23:00:00",32.5,"2012-03-04","2012-03-04 23:00:00",39620.2,-6
"1536","2012","03","04","00:00:00",32,"2012-03-04","2012-03-05 00:00:00",38086.5,-7
"1537","2012","03","05","01:00:00",31.24,"2012-03-05","2012-03-05 01:00:00",34833,-7
"1538","2012","03","05","02:00:00",30,"2012-03-05","2012-03-05 02:00:00",33067.6,-8
"1539","2012","03","05","03:00:00",29,"2012-03-05","2012-03-05 03:00:00",32824.7,-8
"1540","2012","03","05","04:00:00",27.44,"2012-03-05","2012-03-05 04:00:00",33355.6,-8
"1541","2012","03","05","05:00:00",28.53,"2012-03-05","2012-03-05 05:00:00",34325.1,-9
"1542","2012","03","05","06:00:00",30.6,"2012-03-05","2012-03-05 06:00:00",36751.5,-9
"1543","2012","03","05","07:00:00",32.97,"2012-03-05","2012-03-05 07:00:00",41038.6,-9
"1544","2012","03","05","08:00:00",40.18,"2012-03-05","2012-03-05 08:00:00",45462.7,-8
"1545","2012","03","05","09:00:00",46.4,"2012-03-05","2012-03-05 09:00:00",46290.4,-4
"1546","2012","03","05","10:00:00",43.56,"2012-03-05","2012-03-05 10:00:00",45981.3,-2
"1547","2012","03","05","11:00:00",41.46,"2012-03-05","2012-03-05 11:00:00",45599.6,0
"1548","2012","03","05","12:00:00",37.74,"2012-03-05","2012-03-05 12:00:00",45181.3,1
"1549","2012","03","05","13:00:00",34.59,"2012-03-05","2012-03-05 13:00:00",44279,1
"1550","2012","03","05","14:00:00",34.27,"2012-03-05","2012-03-05 14:00:00",43874.2,1
"1551","2012","03","05","15:00:00",34.29,"2012-03-05","2012-03-05 15:00:00",43798.1,1
"1552","2012","03","05","16:00:00",33.83,"2012-03-05","2012-03-05 16:00:00",43585.7,1
"1553","2012","03","05","17:00:00",33.82,"2012-03-05","2012-03-05 17:00:00",43656,0
"1554","2012","03","05","18:00:00",36.98,"2012-03-05","2012-03-05 18:00:00",45170.3,-1
"1555","2012","03","05","19:00:00",38.27,"2012-03-05","2012-03-05 19:00:00",45825.3,-2
"1556","2012","03","05","20:00:00",35.37,"2012-03-05","2012-03-05 20:00:00",45221.6,-3
"1557","2012","03","05","21:00:00",33.67,"2012-03-05","2012-03-05 21:00:00",43834.9,-5
"1558","2012","03","05","22:00:00",33,"2012-03-05","2012-03-05 22:00:00",42453.8,-6
"1559","2012","03","05","23:00:00",32.38,"2012-03-05","2012-03-05 23:00:00",40455.4,-7
"1560","2012","03","05","00:00:00",31.84,"2012-03-05","2012-03-06 00:00:00",38549.8,-8
"1561","2012","03","06","01:00:00",31.46,"2012-03-06","2012-03-06 01:00:00",36094.3,-8
"1562","2012","03","06","02:00:00",31.24,"2012-03-06","2012-03-06 02:00:00",35353.6,-9
"1563","2012","03","06","03:00:00",31.11,"2012-03-06","2012-03-06 03:00:00",35123.6,-9
"1564","2012","03","06","04:00:00",31.53,"2012-03-06","2012-03-06 04:00:00",35285.7,-9
"1565","2012","03","06","05:00:00",32.22,"2012-03-06","2012-03-06 05:00:00",36166.4,-10
"1566","2012","03","06","06:00:00",32.64,"2012-03-06","2012-03-06 06:00:00",38348.1,-10
"1567","2012","03","06","07:00:00",33.38,"2012-03-06","2012-03-06 07:00:00",42234.6,-10
"1568","2012","03","06","08:00:00",39.64,"2012-03-06","2012-03-06 08:00:00",45671.4,-7
"1569","2012","03","06","09:00:00",42.64,"2012-03-06","2012-03-06 09:00:00",46196.6,-4
"1570","2012","03","06","10:00:00",41,"2012-03-06","2012-03-06 10:00:00",45639.8,-1
"1571","2012","03","06","11:00:00",37.92,"2012-03-06","2012-03-06 11:00:00",45416.7,0
"1572","2012","03","06","12:00:00",36.05,"2012-03-06","2012-03-06 12:00:00",44892.1,1
"1573","2012","03","06","13:00:00",34.5,"2012-03-06","2012-03-06 13:00:00",44084.9,2
"1574","2012","03","06","14:00:00",33.82,"2012-03-06","2012-03-06 14:00:00",43824.5,2
"1575","2012","03","06","15:00:00",33.74,"2012-03-06","2012-03-06 15:00:00",43545.9,2
"1576","2012","03","06","16:00:00",33.72,"2012-03-06","2012-03-06 16:00:00",43464.8,2
"1577","2012","03","06","17:00:00",33.67,"2012-03-06","2012-03-06 17:00:00",43551.1,1
"1578","2012","03","06","18:00:00",36.5,"2012-03-06","2012-03-06 18:00:00",45207.4,-1
"1579","2012","03","06","19:00:00",38.83,"2012-03-06","2012-03-06 19:00:00",45914.5,-2
"1580","2012","03","06","20:00:00",34.95,"2012-03-06","2012-03-06 20:00:00",45296.8,-2
"1581","2012","03","06","21:00:00",33.65,"2012-03-06","2012-03-06 21:00:00",43858.2,-3
"1582","2012","03","06","22:00:00",33.16,"2012-03-06","2012-03-06 22:00:00",42279,-5
"1583","2012","03","06","23:00:00",32.44,"2012-03-06","2012-03-06 23:00:00",40301.5,-5
"1584","2012","03","06","00:00:00",31.72,"2012-03-06","2012-03-07 00:00:00",38364.7,-6
"1585","2012","03","07","01:00:00",30.32,"2012-03-07","2012-03-07 01:00:00",36537.5,-5
"1586","2012","03","07","02:00:00",30.27,"2012-03-07","2012-03-07 02:00:00",35720,-5
"1587","2012","03","07","03:00:00",30.06,"2012-03-07","2012-03-07 03:00:00",35328.8,-5
"1588","2012","03","07","04:00:00",30.37,"2012-03-07","2012-03-07 04:00:00",35734.9,-5
"1589","2012","03","07","05:00:00",31.06,"2012-03-07","2012-03-07 05:00:00",36569.7,-4
"1590","2012","03","07","06:00:00",31.38,"2012-03-07","2012-03-07 06:00:00",38596.3,-4
"1591","2012","03","07","07:00:00",32.42,"2012-03-07","2012-03-07 07:00:00",42024.8,-4
"1592","2012","03","07","08:00:00",34.94,"2012-03-07","2012-03-07 08:00:00",45408.2,-3
"1593","2012","03","07","09:00:00",38.57,"2012-03-07","2012-03-07 09:00:00",46108.4,-2
"1594","2012","03","07","10:00:00",34.77,"2012-03-07","2012-03-07 10:00:00",45538.8,0
"1595","2012","03","07","11:00:00",33.59,"2012-03-07","2012-03-07 11:00:00",45052.8,1
"1596","2012","03","07","12:00:00",32.77,"2012-03-07","2012-03-07 12:00:00",44437,1
"1597","2012","03","07","13:00:00",32.4,"2012-03-07","2012-03-07 13:00:00",43585.5,1
"1598","2012","03","07","14:00:00",32.31,"2012-03-07","2012-03-07 14:00:00",43186.8,1
"1599","2012","03","07","15:00:00",32.29,"2012-03-07","2012-03-07 15:00:00",42990.3,0
"1600","2012","03","07","16:00:00",32.14,"2012-03-07","2012-03-07 16:00:00",42700.1,0
"1601","2012","03","07","17:00:00",32.18,"2012-03-07","2012-03-07 17:00:00",42769.4,0
"1602","2012","03","07","18:00:00",32.7,"2012-03-07","2012-03-07 18:00:00",44335,0
"1603","2012","03","07","19:00:00",32.91,"2012-03-07","2012-03-07 19:00:00",45046.6,-1
"1604","2012","03","07","20:00:00",32.71,"2012-03-07","2012-03-07 20:00:00",44544.4,-1
"1605","2012","03","07","21:00:00",32.33,"2012-03-07","2012-03-07 21:00:00",43086.6,-1
"1606","2012","03","07","22:00:00",32.11,"2012-03-07","2012-03-07 22:00:00",41785.6,0
"1607","2012","03","07","23:00:00",31.18,"2012-03-07","2012-03-07 23:00:00",40076.3,0
"1608","2012","03","07","00:00:00",30.3,"2012-03-07","2012-03-08 00:00:00",37909.2,0
"1609","2012","03","08","01:00:00",29.72,"2012-03-08","2012-03-08 01:00:00",35699.4,0
"1610","2012","03","08","02:00:00",29.35,"2012-03-08","2012-03-08 02:00:00",34816.5,0
"1611","2012","03","08","03:00:00",28.97,"2012-03-08","2012-03-08 03:00:00",34372.5,-1
"1612","2012","03","08","04:00:00",29.52,"2012-03-08","2012-03-08 04:00:00",34746,-1
"1613","2012","03","08","05:00:00",30.26,"2012-03-08","2012-03-08 05:00:00",35645.8,-1
"1614","2012","03","08","06:00:00",31.18,"2012-03-08","2012-03-08 06:00:00",37862.4,-1
"1615","2012","03","08","07:00:00",32.35,"2012-03-08","2012-03-08 07:00:00",41518.5,-1
"1616","2012","03","08","08:00:00",33.85,"2012-03-08","2012-03-08 08:00:00",44880.6,-1
"1617","2012","03","08","09:00:00",36.73,"2012-03-08","2012-03-08 09:00:00",45747,0
"1618","2012","03","08","10:00:00",35.23,"2012-03-08","2012-03-08 10:00:00",45223.1,1
"1619","2012","03","08","11:00:00",34.22,"2012-03-08","2012-03-08 11:00:00",44871.5,1
"1620","2012","03","08","12:00:00",33.4,"2012-03-08","2012-03-08 12:00:00",44361.1,1
"1621","2012","03","08","13:00:00",32.95,"2012-03-08","2012-03-08 13:00:00",43662.1,1
"1622","2012","03","08","14:00:00",32.81,"2012-03-08","2012-03-08 14:00:00",43439.3,1
"1623","2012","03","08","15:00:00",32.62,"2012-03-08","2012-03-08 15:00:00",43103.8,1
"1624","2012","03","08","16:00:00",32.4,"2012-03-08","2012-03-08 16:00:00",42850.9,1
"1625","2012","03","08","17:00:00",32.47,"2012-03-08","2012-03-08 17:00:00",42913.9,1
"1626","2012","03","08","18:00:00",33.29,"2012-03-08","2012-03-08 18:00:00",44248.4,0
"1627","2012","03","08","19:00:00",36.85,"2012-03-08","2012-03-08 19:00:00",45343.7,0
"1628","2012","03","08","20:00:00",35.75,"2012-03-08","2012-03-08 20:00:00",44993.9,0
"1629","2012","03","08","21:00:00",33.33,"2012-03-08","2012-03-08 21:00:00",43636.8,0
"1630","2012","03","08","22:00:00",32.83,"2012-03-08","2012-03-08 22:00:00",42458.7,0
"1631","2012","03","08","23:00:00",32.15,"2012-03-08","2012-03-08 23:00:00",40478.8,4
"1632","2012","03","08","00:00:00",31.43,"2012-03-08","2012-03-09 00:00:00",38447.4,4
"1633","2012","03","09","01:00:00",30.86,"2012-03-09","2012-03-09 01:00:00",36117.5,4
"1634","2012","03","09","02:00:00",30.45,"2012-03-09","2012-03-09 02:00:00",35281.5,4
"1635","2012","03","09","03:00:00",30.24,"2012-03-09","2012-03-09 03:00:00",34843.8,4
"1636","2012","03","09","04:00:00",30.29,"2012-03-09","2012-03-09 04:00:00",35157.4,4
"1637","2012","03","09","05:00:00",30.49,"2012-03-09","2012-03-09 05:00:00",35898.4,4
"1638","2012","03","09","06:00:00",31.14,"2012-03-09","2012-03-09 06:00:00",37850.3,0
"1639","2012","03","09","07:00:00",32.28,"2012-03-09","2012-03-09 07:00:00",41027.1,0
"1640","2012","03","09","08:00:00",34.04,"2012-03-09","2012-03-09 08:00:00",44499.8,1
"1641","2012","03","09","09:00:00",34.88,"2012-03-09","2012-03-09 09:00:00",45090.7,1
"1642","2012","03","09","10:00:00",33.95,"2012-03-09","2012-03-09 10:00:00",44569.5,2
"1643","2012","03","09","11:00:00",32.95,"2012-03-09","2012-03-09 11:00:00",43777.4,3
"1644","2012","03","09","12:00:00",32.32,"2012-03-09","2012-03-09 12:00:00",42983,3
"1645","2012","03","09","13:00:00",31.76,"2012-03-09","2012-03-09 13:00:00",41877.7,3
"1646","2012","03","09","14:00:00",31.28,"2012-03-09","2012-03-09 14:00:00",41460.8,4
"1647","2012","03","09","15:00:00",31,"2012-03-09","2012-03-09 15:00:00",40984.6,5
"1648","2012","03","09","16:00:00",30.47,"2012-03-09","2012-03-09 16:00:00",40672.5,5
"1649","2012","03","09","17:00:00",30.41,"2012-03-09","2012-03-09 17:00:00",40622.8,5
"1650","2012","03","09","18:00:00",31.12,"2012-03-09","2012-03-09 18:00:00",41508.9,5
"1651","2012","03","09","19:00:00",31.65,"2012-03-09","2012-03-09 19:00:00",42065.7,6
"1652","2012","03","09","20:00:00",31.36,"2012-03-09","2012-03-09 20:00:00",41400.8,6
"1653","2012","03","09","21:00:00",30.75,"2012-03-09","2012-03-09 21:00:00",40122.7,6
"1654","2012","03","09","22:00:00",30.48,"2012-03-09","2012-03-09 22:00:00",38895.4,5
"1655","2012","03","09","23:00:00",29.48,"2012-03-09","2012-03-09 23:00:00",37102.9,5
"1656","2012","03","09","00:00:00",28.46,"2012-03-09","2012-03-10 00:00:00",35346.4,5
"1657","2012","03","10","01:00:00",28.91,"2012-03-10","2012-03-10 01:00:00",34010.7,5
"1658","2012","03","10","02:00:00",27.95,"2012-03-10","2012-03-10 02:00:00",32903.6,5
"1659","2012","03","10","03:00:00",27.87,"2012-03-10","2012-03-10 03:00:00",32662,5
"1660","2012","03","10","04:00:00",27.87,"2012-03-10","2012-03-10 04:00:00",32523.2,5
"1661","2012","03","10","05:00:00",28.28,"2012-03-10","2012-03-10 05:00:00",32749.3,5
"1662","2012","03","10","06:00:00",29.04,"2012-03-10","2012-03-10 06:00:00",33525.8,5
"1663","2012","03","10","07:00:00",29.15,"2012-03-10","2012-03-10 07:00:00",34382.8,5
"1664","2012","03","10","08:00:00",29.75,"2012-03-10","2012-03-10 08:00:00",35809.7,5
"1665","2012","03","10","09:00:00",30.03,"2012-03-10","2012-03-10 09:00:00",37017.7,5
"1666","2012","03","10","10:00:00",30.47,"2012-03-10","2012-03-10 10:00:00",37783.7,5
"1667","2012","03","10","11:00:00",30.26,"2012-03-10","2012-03-10 11:00:00",37702.9,5
"1668","2012","03","10","12:00:00",29.85,"2012-03-10","2012-03-10 12:00:00",37205.8,5
"1669","2012","03","10","13:00:00",28.79,"2012-03-10","2012-03-10 13:00:00",36561,6
"1670","2012","03","10","14:00:00",27.87,"2012-03-10","2012-03-10 14:00:00",35857.1,6
"1671","2012","03","10","15:00:00",27.36,"2012-03-10","2012-03-10 15:00:00",35772.8,7
"1672","2012","03","10","16:00:00",27.19,"2012-03-10","2012-03-10 16:00:00",35611.2,8
"1673","2012","03","10","17:00:00",27.66,"2012-03-10","2012-03-10 17:00:00",36178.9,8
"1674","2012","03","10","18:00:00",29.21,"2012-03-10","2012-03-10 18:00:00",37838.6,7
"1675","2012","03","10","19:00:00",30.55,"2012-03-10","2012-03-10 19:00:00",39352.6,6
"1676","2012","03","10","20:00:00",30.32,"2012-03-10","2012-03-10 20:00:00",38689.2,5
"1677","2012","03","10","21:00:00",29.1,"2012-03-10","2012-03-10 21:00:00",37275.4,2
"1678","2012","03","10","22:00:00",29.01,"2012-03-10","2012-03-10 22:00:00",36685.8,2
"1679","2012","03","10","23:00:00",27.89,"2012-03-10","2012-03-10 23:00:00",35468.3,2
"1680","2012","03","10","00:00:00",27.21,"2012-03-10","2012-03-11 00:00:00",34192.7,2
"1681","2012","03","11","01:00:00",25.68,"2012-03-11","2012-03-11 01:00:00",32239.6,2
"1682","2012","03","11","02:00:00",23.1,"2012-03-11","2012-03-11 02:00:00",30627.2,2
"1683","2012","03","11","03:00:00",22.79,"2012-03-11","2012-03-11 03:00:00",30338.1,2
"1684","2012","03","11","04:00:00",23.28,"2012-03-11","2012-03-11 04:00:00",30231,2
"1685","2012","03","11","05:00:00",23.69,"2012-03-11","2012-03-11 05:00:00",30629.2,1
"1686","2012","03","11","06:00:00",25.03,"2012-03-11","2012-03-11 06:00:00",30823.6,1
"1687","2012","03","11","07:00:00",24.59,"2012-03-11","2012-03-11 07:00:00",31279.5,1
"1688","2012","03","11","08:00:00",25,"2012-03-11","2012-03-11 08:00:00",32139.7,2
"1689","2012","03","11","09:00:00",27.91,"2012-03-11","2012-03-11 09:00:00",32995.2,2
"1690","2012","03","11","10:00:00",30.06,"2012-03-11","2012-03-11 10:00:00",36194.1,4
"1691","2012","03","11","11:00:00",30.17,"2012-03-11","2012-03-11 11:00:00",36560.8,5
"1692","2012","03","11","12:00:00",30.06,"2012-03-11","2012-03-11 12:00:00",36409.2,5
"1693","2012","03","11","13:00:00",29.09,"2012-03-11","2012-03-11 13:00:00",35768.2,6
"1694","2012","03","11","14:00:00",28.39,"2012-03-11","2012-03-11 14:00:00",35141.5,7
"1695","2012","03","11","15:00:00",27.74,"2012-03-11","2012-03-11 15:00:00",34495.7,7
"1696","2012","03","11","16:00:00",27.36,"2012-03-11","2012-03-11 16:00:00",34292.7,7
"1697","2012","03","11","17:00:00",28.18,"2012-03-11","2012-03-11 17:00:00",35364.5,7
"1698","2012","03","11","18:00:00",30.08,"2012-03-11","2012-03-11 18:00:00",37610.5,6
"1699","2012","03","11","19:00:00",31.17,"2012-03-11","2012-03-11 19:00:00",39327.5,4
"1700","2012","03","11","20:00:00",30.65,"2012-03-11","2012-03-11 20:00:00",39149.2,5
"1701","2012","03","11","21:00:00",29.92,"2012-03-11","2012-03-11 21:00:00",38196.2,4
"1702","2012","03","11","22:00:00",29.16,"2012-03-11","2012-03-11 22:00:00",37504.2,5
"1703","2012","03","11","23:00:00",28.21,"2012-03-11","2012-03-11 23:00:00",35921,5
"1704","2012","03","11","00:00:00",27.33,"2012-03-11","2012-03-12 00:00:00",34331.5,5
"1705","2012","03","12","01:00:00",26.15,"2012-03-12","2012-03-12 01:00:00",32952.5,6
"1706","2012","03","12","02:00:00",26.04,"2012-03-12","2012-03-12 02:00:00",32393.6,5
"1707","2012","03","12","03:00:00",25.89,"2012-03-12","2012-03-12 03:00:00",31973.8,5
"1708","2012","03","12","04:00:00",25.61,"2012-03-12","2012-03-12 04:00:00",31372,5
"1709","2012","03","12","05:00:00",27.94,"2012-03-12","2012-03-12 05:00:00",32781.7,4
"1710","2012","03","12","06:00:00",30.18,"2012-03-12","2012-03-12 06:00:00",35647,3
"1711","2012","03","12","07:00:00",31.25,"2012-03-12","2012-03-12 07:00:00",39313.9,4
"1712","2012","03","12","08:00:00",32.89,"2012-03-12","2012-03-12 08:00:00",42209.6,5
"1713","2012","03","12","09:00:00",33.4,"2012-03-12","2012-03-12 09:00:00",43115.9,8
"1714","2012","03","12","10:00:00",32.96,"2012-03-12","2012-03-12 10:00:00",42539.4,10
"1715","2012","03","12","11:00:00",32.58,"2012-03-12","2012-03-12 11:00:00",41837.3,10
"1716","2012","03","12","12:00:00",32.3,"2012-03-12","2012-03-12 12:00:00",41299.5,11
"1717","2012","03","12","13:00:00",31.5,"2012-03-12","2012-03-12 13:00:00",40388.4,11
"1718","2012","03","12","14:00:00",30.99,"2012-03-12","2012-03-12 14:00:00",39836.7,11
"1719","2012","03","12","15:00:00",31.01,"2012-03-12","2012-03-12 15:00:00",39652.4,12
"1720","2012","03","12","16:00:00",30.88,"2012-03-12","2012-03-12 16:00:00",39544.3,12
"1721","2012","03","12","17:00:00",30.86,"2012-03-12","2012-03-12 17:00:00",39576.9,12
"1722","2012","03","12","18:00:00",32.07,"2012-03-12","2012-03-12 18:00:00",41074.8,11
"1723","2012","03","12","19:00:00",32.66,"2012-03-12","2012-03-12 19:00:00",41943.4,9
"1724","2012","03","12","20:00:00",32.49,"2012-03-12","2012-03-12 20:00:00",41889.3,7
"1725","2012","03","12","21:00:00",32.15,"2012-03-12","2012-03-12 21:00:00",41101.4,8
"1726","2012","03","12","22:00:00",31.6,"2012-03-12","2012-03-12 22:00:00",40079.4,8
"1727","2012","03","12","23:00:00",30.24,"2012-03-12","2012-03-12 23:00:00",37931.4,8
"1728","2012","03","12","00:00:00",28.61,"2012-03-12","2012-03-13 00:00:00",35950,9
"1729","2012","03","13","01:00:00",25.77,"2012-03-13","2012-03-13 01:00:00",33101.8,9
"1730","2012","03","13","02:00:00",25.05,"2012-03-13","2012-03-13 02:00:00",32404.5,9
"1731","2012","03","13","03:00:00",25.04,"2012-03-13","2012-03-13 03:00:00",32097,8
"1732","2012","03","13","04:00:00",25.91,"2012-03-13","2012-03-13 04:00:00",32432.2,7
"1733","2012","03","13","05:00:00",26.98,"2012-03-13","2012-03-13 05:00:00",33109.2,6
"1734","2012","03","13","06:00:00",28.59,"2012-03-13","2012-03-13 06:00:00",35094.8,6
"1735","2012","03","13","07:00:00",30.48,"2012-03-13","2012-03-13 07:00:00",38771.1,6
"1736","2012","03","13","08:00:00",32.1,"2012-03-13","2012-03-13 08:00:00",41427.3,8
"1737","2012","03","13","09:00:00",32.45,"2012-03-13","2012-03-13 09:00:00",42024.1,8
"1738","2012","03","13","10:00:00",32.12,"2012-03-13","2012-03-13 10:00:00",41419.4,9
"1739","2012","03","13","11:00:00",31.68,"2012-03-13","2012-03-13 11:00:00",40633.3,10
"1740","2012","03","13","12:00:00",31.26,"2012-03-13","2012-03-13 12:00:00",40291,10
"1741","2012","03","13","13:00:00",31,"2012-03-13","2012-03-13 13:00:00",39961.6,11
"1742","2012","03","13","14:00:00",30.9,"2012-03-13","2012-03-13 14:00:00",39726.7,9
"1743","2012","03","13","15:00:00",30.67,"2012-03-13","2012-03-13 15:00:00",39304.8,8
"1744","2012","03","13","16:00:00",30.29,"2012-03-13","2012-03-13 16:00:00",39189.9,8
"1745","2012","03","13","17:00:00",30.44,"2012-03-13","2012-03-13 17:00:00",39287.7,7
"1746","2012","03","13","18:00:00",31.56,"2012-03-13","2012-03-13 18:00:00",39999.8,6
"1747","2012","03","13","19:00:00",32.32,"2012-03-13","2012-03-13 19:00:00",41746.6,4
"1748","2012","03","13","20:00:00",32.45,"2012-03-13","2012-03-13 20:00:00",41739.6,3
"1749","2012","03","13","21:00:00",31.92,"2012-03-13","2012-03-13 21:00:00",40517.3,3
"1750","2012","03","13","22:00:00",31.53,"2012-03-13","2012-03-13 22:00:00",39558.5,3
"1751","2012","03","13","23:00:00",30.33,"2012-03-13","2012-03-13 23:00:00",37972.7,2
"1752","2012","03","13","00:00:00",28.9,"2012-03-13","2012-03-14 00:00:00",35942.9,2
"1753","2012","03","14","01:00:00",27.34,"2012-03-14","2012-03-14 01:00:00",34180.6,1
"1754","2012","03","14","02:00:00",26.93,"2012-03-14","2012-03-14 02:00:00",33506.9,1
"1755","2012","03","14","03:00:00",26.93,"2012-03-14","2012-03-14 03:00:00",33270.2,0
"1756","2012","03","14","04:00:00",27.71,"2012-03-14","2012-03-14 04:00:00",33422.6,0
"1757","2012","03","14","05:00:00",28.81,"2012-03-14","2012-03-14 05:00:00",34335.7,-1
"1758","2012","03","14","06:00:00",29.92,"2012-03-14","2012-03-14 06:00:00",36468.3,-2
"1759","2012","03","14","07:00:00",31.02,"2012-03-14","2012-03-14 07:00:00",39738,-1
"1760","2012","03","14","08:00:00",33.97,"2012-03-14","2012-03-14 08:00:00",42983.7,1
"1761","2012","03","14","09:00:00",35.53,"2012-03-14","2012-03-14 09:00:00",43621.9,2
"1762","2012","03","14","10:00:00",34.58,"2012-03-14","2012-03-14 10:00:00",43059.5,2
"1763","2012","03","14","11:00:00",33.18,"2012-03-14","2012-03-14 11:00:00",42632.5,3
"1764","2012","03","14","12:00:00",32.15,"2012-03-14","2012-03-14 12:00:00",42043.2,4
"1765","2012","03","14","13:00:00",31.76,"2012-03-14","2012-03-14 13:00:00",41394.5,4
"1766","2012","03","14","14:00:00",31.5,"2012-03-14","2012-03-14 14:00:00",40912.2,4
"1767","2012","03","14","15:00:00",31.47,"2012-03-14","2012-03-14 15:00:00",40601.4,5
"1768","2012","03","14","16:00:00",31.24,"2012-03-14","2012-03-14 16:00:00",40234.2,5
"1769","2012","03","14","17:00:00",31.18,"2012-03-14","2012-03-14 17:00:00",40216.8,4
"1770","2012","03","14","18:00:00",31.73,"2012-03-14","2012-03-14 18:00:00",41637.2,4
"1771","2012","03","14","19:00:00",32.91,"2012-03-14","2012-03-14 19:00:00",42832.8,2
"1772","2012","03","14","20:00:00",32.26,"2012-03-14","2012-03-14 20:00:00",42703,0
"1773","2012","03","14","21:00:00",31.54,"2012-03-14","2012-03-14 21:00:00",41383.1,0
"1774","2012","03","14","22:00:00",31.02,"2012-03-14","2012-03-14 22:00:00",40370.2,1
"1775","2012","03","14","23:00:00",29.93,"2012-03-14","2012-03-14 23:00:00",38793.3,1
"1776","2012","03","14","00:00:00",28.57,"2012-03-14","2012-03-15 00:00:00",36784,2
"1777","2012","03","15","01:00:00",28.29,"2012-03-15","2012-03-15 01:00:00",34025.8,2
"1778","2012","03","15","02:00:00",27.34,"2012-03-15","2012-03-15 02:00:00",33149.1,2
"1779","2012","03","15","03:00:00",26.98,"2012-03-15","2012-03-15 03:00:00",32789.5,2
"1780","2012","03","15","04:00:00",27.48,"2012-03-15","2012-03-15 04:00:00",32884,2
"1781","2012","03","15","05:00:00",28.87,"2012-03-15","2012-03-15 05:00:00",33810.2,-1
"1782","2012","03","15","06:00:00",30.06,"2012-03-15","2012-03-15 06:00:00",35751.6,-1
"1783","2012","03","15","07:00:00",31.17,"2012-03-15","2012-03-15 07:00:00",39277.2,0
"1784","2012","03","15","08:00:00",33.92,"2012-03-15","2012-03-15 08:00:00",42611.5,3
"1785","2012","03","15","09:00:00",35.1,"2012-03-15","2012-03-15 09:00:00",43371.8,5
"1786","2012","03","15","10:00:00",32.98,"2012-03-15","2012-03-15 10:00:00",43080.6,7
"1787","2012","03","15","11:00:00",32.39,"2012-03-15","2012-03-15 11:00:00",42542.2,8
"1788","2012","03","15","12:00:00",31.95,"2012-03-15","2012-03-15 12:00:00",42048.6,8
"1789","2012","03","15","13:00:00",31.44,"2012-03-15","2012-03-15 13:00:00",41130.6,6
"1790","2012","03","15","14:00:00",31.18,"2012-03-15","2012-03-15 14:00:00",40698.6,6
"1791","2012","03","15","15:00:00",31.04,"2012-03-15","2012-03-15 15:00:00",40676.2,6
"1792","2012","03","15","16:00:00",30.75,"2012-03-15","2012-03-15 16:00:00",40421.7,6
"1793","2012","03","15","17:00:00",30.67,"2012-03-15","2012-03-15 17:00:00",40345.4,5
"1794","2012","03","15","18:00:00",31.28,"2012-03-15","2012-03-15 18:00:00",41258.9,5
"1795","2012","03","15","19:00:00",31.89,"2012-03-15","2012-03-15 19:00:00",42426,5
"1796","2012","03","15","20:00:00",31.71,"2012-03-15","2012-03-15 20:00:00",42290.2,4
"1797","2012","03","15","21:00:00",31.13,"2012-03-15","2012-03-15 21:00:00",41069.1,4
"1798","2012","03","15","22:00:00",30.58,"2012-03-15","2012-03-15 22:00:00",40171,4
"1799","2012","03","15","23:00:00",29.04,"2012-03-15","2012-03-15 23:00:00",38198.5,3
"1800","2012","03","15","00:00:00",27.33,"2012-03-15","2012-03-16 00:00:00",35944.3,3
